review_id,user_name,score_stars,thumbs_up_count,at,content,reply,lang_param,country_param,lang_detected,sentiment_label,sentiment_score,dup_exact,dup_near,low_info,bot_like,cluster_id,fake_flag,fake_reason,fake_flag_v2,fake_reason_v2,is_common_short,burst_dup,cluster_size,interesting_flag,interesting_score,interesting_reason
e1302dac-00c2-4af0-94c8-ed0723bfc13b,Hesen Aliyev,3,65,2024-04-18T15:18:35,Oyun güzel harika gerçekten Bir Türk Yapımı ve bu da çok iyi amma oyunda çok reklam var ve reklam gelince de oyun donuyor oyundan atıyor bu da can sıkıcı oluyor çok fazla reklam olduğundan ve oyundan atdığı için 2 yıldız kırdım yeni görevler eklenirsede harika olur Elinize Emeğinize sağlık Lütfen reklamları azaltın ve yeni görevler ekleyin👍,"Geri bildiriminiz için çok teşekkürler, Hesen! Türk yapımı oyunumuzu beğendiğiniz için mutluyuz 😊 Reklamların sıklığını ve oyunun stabilitesini iyileştirmek için çalışmalar yapıyoruz. Yeni görevler eklemek için de önerinizi değerlendireceğiz!
",tr,TR,tr,positive,0.8,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.5402316211695054,"long,community_liked(65),strong_sentiment,rare_language"
e12770f0-9e8d-46a5-a234-400bf487231a,Hüseyin Çiftçi,2,2,2024-09-27T22:33:47,Normalde güzel oyun ama her dakka veya el bitince reklam veriyor reklam vermese oynanır şahsen ben sevdim keşke reklam olmasa her oyunda var ama bu oyunda mesela oyun un 1 eli bitirdinya hemen reklam veriyo ve 6-7 yaş kısıtlaması olmalı,"Geri bildiriminiz için teşekkür ederiz! Oyunu beğenmenize sevindik, ancak reklamların fazlalığıyla ilgili şikayetinizi anlıyoruz. Reklam sıklığını azaltmak ve oyun deneyimini iyileştirmek için çalışıyoruz. Ayrıca yaş sınırı önerinizi de dikkate alacağız. Sabırlı olduğunuz için teşekkürler!",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.36690957977944016,"long,rare_language"
4a1801b2-00a8-4452-82bf-2f6e1a760f78,Seda Demir,3,4,2024-10-19T23:42:12,normalde 5 yıldız verilebilir ben keyif aldım oyundan fakat çok fazla reklam var reklamdan 1 puan kırılabilir ama gerçekten aşırı reklam var bu yüzden 2 yıldız kırdım.,"Oyunu beğendiğiniz ve keyif aldığınız için çok mutluyuz! 😊 Ancak reklamların rahatsız edici olduğunu anlıyoruz ve bu durumu iyileştirmek için çalışıyoruz. Geri bildiriminiz bizim için çok değerli. Gelecek güncellemelerde daha iyi bir deneyim sunmayı umuyoruz! Teşekkür ederiz. 😊

",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.36224936048592227,novelty
0a8bb258-4872-4f7f-b52e-b7a1b34ea6ea,Murat Aslan,1,38,2024-09-23T15:25:39,oyun mükemmel tek sorunu çok fazla reklam veriyor ve bu da insanların 3 4 defa oynadıkdan sonra silmesine neden olabiliyor bence bu da silmek için geçerli bi sebep reklamları azaltırsanız yapılmış en iyi oyunlardan olabilir...,"Teşekkürler, Murat! Oyunumuzu beğenmene sevindik 🎮. Reklamlar, oyunu ücretsiz sunmamızın bir parçası, ancak rahatsız edici olmamaları için denge sağlamaya çalışıyoruz. Desteğin ve geri bildirimin bizim için çok değerli!",tr,TR,tr,positive,0.8,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.5153396622592461,"long,community_liked(38),strong_sentiment,rare_language"
a09db021-8a54-4f09-a97f-d97971e2e253,Bilinmeyen,1,2,2024-01-24T20:19:45,İstemesekte sürekli reddetsekte her levelden sonra art arda 3 4 ozel teklif sunuyorsunuz oyuna teklifleri reddetme gibi bi seçenek koymalısınız belki paramız yok ve o teklifi almayı gerçekten istiyoruz ve alamıyoruz bu doğal olarak insanları üzer bunun gibi oyunlara katlanamam.,"Merhaba, oyunda özel tekliflerin rahatsızlık verdiğini duymak üzücü. Oyuncu deneyimini iyileştirmek adına geri bildiriminizi dikkate alacağız. Görüşlerinizi paylaştığınız için teşekkür ederiz.
",tr,TR,tr,neutral,0.5,False,False,False,False,-1,False,,True,near_dup(cluster=782),False,False,782,True,0.3910060316000987,"long,rare_language"
7d6f618c-f23c-4815-8cc6-c61516a6360a,Mihriban Korkmazer,4,3,2025-02-08T12:06:00,Oyun çok güzel ancak tek sorun çok reklam verilmesi en azından her seviyenin sonunda değilde üç seviyenin sonunda verse daha iyi olur onun dışında bazı seviyelerde reklama açılıyor bunları düzeltilirse çok iyi olur oyunu öneririm ancak birgünün ardından reklam yüzünden sildim,"Teşekkürler Mihriban! 😊 Oyunu beğenmene sevindik. Reklamlarla ilgili geri bildirimin için teşekkür ederiz, oyun deneyimini daha iyi hale getirmek için sürekli çalışıyoruz. Keyifli oyunlar! 🚔✨
",tr,TR,tr,positive,0.8,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.4167044708351145,"long,strong_sentiment"
5870ea7e-5f31-4c8d-b5d3-980584211193,ziya 06,1,7,2024-09-12T17:19:28,Oyun güzel fakat her bölümün ardına bir reklar ve reklamları 3 kere yansıtıyorsunuz bukadar da olmaz ya ayrıca her reklam en az 15 saniye sürüyor rezillik ya,"Merhaba Ziya, reklamların sıklığıyla ilgili geri bildiriminiz için teşekkür ederiz. Reklamlar, oyunun ücretsiz kalmasını sağlamak için gereklidir, ancak ekibimize bu durumu bildireceğiz. Sabırlı olduğunuz için teşekkürler.",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.3918404156373265,rare_language
c4422fe4-823f-4240-90f5-a223e74f567b,Aygül HASIRCI,1,20,2024-03-27T22:46:28,Arkadaşlar bu kadar da reklam olmaz ya Yeter ya yeter reklamlardan bunalıyorum çok interneti kapatsak oyun çekmiyor Evet oyu çekmediği için de ben buna çok sinir oldum O yüzden 1 puan verdim 5 yıldız bile hak etmiyor 10 yıldızlı hak etmiyor her bölümü suda reklam olur mu bari İnternet'i kapatalım buna neden vermiyorsunuz düzeltin ya düzeltin O yüzden ben 1 puan verdim Mahmut haklı her bölümün sonunda reklam çok sıkıcı Evet boyu biraz adamlar kaldırılırsa bir,"Merhaba! Reklamlarla ilgili yaşadığınız rahatsızlık için üzgünüz. Reklamsız bir deneyim tercih ediyorsanız, oyun içi ""Reklamları Kaldır"" seçeneğini değerlendirebilirsiniz. Geri bildiriminiz bizim için değerli!
",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.5054005464243801,"long,community_liked(20)"
4d80dd49-c4ba-409c-a475-5b6ed8fbfac1,Cemal,3,3,2025-01-23T13:43:12,"2 yıldızı reklam çok olduğu için kırdım,eğer elden sonra 20 saniyelik reklam çıkıyor ve buda hiç iyi değil reklamlar azalırsa oyun daha çok güzelleşir.","Merhaba Cemal, yorumunuz için teşekkür ederiz! Reklamlarla ilgili geri bildiriminizi dikkate aldık. Daha keyifli bir oyun deneyimi için reklam dengesini iyileştirmek üzere çalışmalar yapıyoruz. İlginiz ve sabrınız için teşekkürler! 🚓✨",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.32582711055091285,novelty
059a7ef6-a1ed-4c9c-90c6-e6e94b84f7f3,LEGO BEY,4,2,2024-12-28T12:19:49,"Oyun fena değil vakit geçirtecek bir oyun,ama bir yerden sonra tekrara sarıyor,dedektiflik kısmıda hep aynı 2 vakayı araştırıyoruz,yeni leveller yeni geliştirmeler gelse güzel olur.","Geri bildiriminiz için çok teşekkür ederiz! 😊 Patrol Officer oyunumuzda tekrar eden görevlerin farkındayız ve oyuna yeni seviyeler ve geliştirmeler eklemek için çalışıyoruz. Önerileriniz bizim için çok değerli, keyifli oyunlar dileriz!",tr,TR,tr,neutral,0.5,False,False,False,False,-1,False,,True,near_dup(cluster=782),False,False,782,True,0.3550239817317308,rare_language
a826d841-6532-4a6c-9299-3a337e881185,Barış Tırpan,1,0,2024-07-08T09:36:22,İnsan kafayı yiyor okadar çok reklam çıkıyorki korkuyorum ekrana dokunmaya reklam dan oyun gözükmüyor İnternet i kapatınca oyun oynayamıyorum açınca da reklamlarda boğuluyorum oyun yapıyorsunuz düzgün yapın ayıptır yaw,"Geri bildiriminiz için teşekkür ederiz. Yaşadığınız reklam sorunları için üzgünüz. Oyun ve reklam dengesini iyileştirmek için çalışmalarımız devam ediyor. Kesintisiz bir deneyim için ""Reklamları Kaldır"" paketini de değerlendirebilirsiniz.",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.3372631804943297,rare_language
6f7809b2-e181-4432-84c6-a83629b1edd3,Mustafa Eski,1,36,2025-06-09T02:04:31,aşırı reklam çıkıyor internetsiz oynamaya da izin vermiyor bence indirmeyin,Geri bildiriminiz için teşekkür ederiz. Reklam sıklığını azaltmak ve internetsiz oynama seçeneği sunmak için çalışmalarımız devam ediyor.,tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,True,near_dup(cluster=2145),False,False,2145,True,0.3921973126047455,community_liked(36)
75f39c92-e396-479d-8d45-c3253caf11aa,Mahmut,1,107,2024-02-17T21:16:02,Her oyun sonrası reklam olunmaz reklam geliyor kapatmak için 5 saniye bekliyoruz onu kapattıktan sonra demosu geliyor 5 sn de ordan bekliyoruz onu kapattıktan sonra da fotoğrafı geliyor 5 saniyede onu bekliyoruz her oyun sonrası 15 saniye bekliyoruz bazı reklamlar x desem bile play store gönderiyor seni reklam olmasın demiyoruz ama her oyun sonunda da olunmaz,"We apologize for any negative experience you may have had. Your feedback is important to us and we are working on improvements related to advertisements. 😊
",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.5245584809911064,"long,community_liked(107),rare_language"
454e3a8e-7166-419b-907f-1732f9f6c5b8,Turan Dalgalı,1,0,2025-09-03T11:49:28,Doğru işlem yapınca rütbe düşüyor nasıl saçmalık,Geri bildiriminiz için teşekkür ederiz. Rütbe sistemiyle ilgili yaşadığınız sorunu ekibimize ilettik. Daha adil bir deneyim için güncellemeler yapacağız.,tr,TR,tr,neutral,0.5,False,False,False,False,-1,False,,True,near_dup(cluster=782),False,False,782,False,0.242262158125787,rare_language
ee54fc3d-eedf-4109-a633-d002666f91c3,OĞUZ KAĞAN EROL,1,1,2024-03-16T10:17:11,Bu oyuna beş yıldız verenleri anlamıyorum oyunu daha az önce yükledim ve hiçbir şekilde açılmadı yani açıldı ama açıldığında sadece beyaz ekran vardı direk sildim sakın yüklemeyin zaman istafı.,"Merhaba, yaşadığınız sorundan dolayı üzgünüz. Lütfen internet bağlantınızı ve cihazınızın güncellemelerini kontrol edin. Sorun devam ederse, destek ekibimize ulaşarak yardımcı olabiliriz. Teşekkürler.
",tr,TR,tr,neutral,0.5,False,False,False,False,-1,False,,False,organic_complaint,False,False,782,True,0.32041169809681774,novelty
2657bd44-7bc5-428a-ba88-6d39cb5989db,Ihsan Kuzular,5,5,2025-08-18T21:46:40,bu kadar reklam mı olur ya yüklediğim gibi sildim 5 yıldız veriyorum ki görünsün diye,"İhsan Kuzular, geri bildiriminiz ve puanınız için teşekkür ederiz. Reklamların fazla olduğunu fark ettik, bu konuda ekibimiz iyileştirmeler yapıyor. Patrol Officer oyununu geliştirmeye devam ediyoruz. Sabrınız için kusura bakmayın, anlayışınız için teşekkür ederiz. 🚦",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,True,near_dup(cluster=2145),False,False,2145,True,0.314415549617762,novelty
dc685381-11dc-4ee5-abdb-08e3e0f4d64d,Muhammed Yalçin,1,1,2024-03-06T02:34:04,Oyun hem iyi değil hem oyunda bir el sonra reklam onu bekliyoruz reklama dokunursak play store ye gönderiyor oradan çıktığımızda oyun yeniden başlatılıyor lütfen bu sorunlar çözülsün,"Merhaba Muhammed, geri bildiriminiz için teşekkür ederiz. Reklam deneyimini iyileştirmek ve kesintisiz bir oyun keyfi sunmak için bu sorunları çözmek adına çalışıyoruz. Sabrınız ve anlayışınız için teşekkür ederiz!
",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.3397466709676016,rare_language
f52cfc3d-fe4d-4fb1-a1fa-7a32d576084c,yusuf kaçmaz,3,0,2025-04-07T00:31:51,bu gibi oyunlar hiç güzel değil bir zamanlar Wolfteam gibi bir oyun yonardık bu gibi oyunların benzerlerini yapmak yerine neden böyle oyunlar yapıyorsunuz ki,Thank you for the 5 stars! 🥰 We're glad you're enjoying Patrol Officer. Keep up the great work catching criminals and keeping the streets safe! 🚓👮‍♀️,tr,TR,tr,neutral,0.5,False,False,False,False,-1,False,,True,near_dup(cluster=782),False,False,782,True,0.31746041567929684,rare_language
74d13046-985d-42c5-a1a2-0a50e031f023,Zekeriya Yörük,1,1,2024-03-26T17:11:05,Reklam kaldırılsn diye bnden 26 TL ücret istedi kabul ettim ama hala reklam çıkıyor bunu düzeltin lütfen oyun güzel ama reklam insanı soğutuyor,"Merhaba! Oyun içinde, ödül kazanmak için reklam izlemeyi tercih edebilir veya ödül almadan reklamsız devam edebilirsiniz. Sorununuz devam ederse destek ekibimizle iletişime geçebilirsiniz. Teşekkürler!
",tr,TR,tr,neutral,0.5,False,False,False,False,-1,False,,False,organic_complaint,False,False,782,True,0.3142966772253925,rare_language
93234f27-7da1-4124-963e-0357aec07976,berkan soylu,2,1,2024-05-30T04:46:14,Emeğiniz için teşekkürler ancak reklam izlemeye zorunlu kılınması kötü ve donuyor cihaz polis tutukladığı zaman keşke başında beklese yeni güncellemeyle umarım gelir,Geri bildiriminiz için teşekkür ederiz! Reklamlarla ilgili yaşadığınız sorunlar ve oyunun donması hakkında üzgünüz. Polis tutuklamalarında beklemesi için önerinizi dikkate alacağız ve yeni güncellemelerle bu sorunları çözmeye çalışacağız. İlginiz için teşekkürler!,tr,TR,tr,negative,0.8,False,False,False,False,-1,False,,True,near_dup(cluster=782),False,False,782,True,0.3404540068923546,strong_sentiment
70671682-ba08-4f9b-9f8c-3eecd8ad761b,Serkan Turhan,1,0,2024-10-03T17:26:01,Selam ilk öncelikle oyun mükemmel! Ama her bölümün sonunda reklam var o yüzden sildim oyunun yapımcısı bunu düzeltse sevinirim teşekkürler!,"Merhaba Serkan, geri bildiriminiz için teşekkür ederiz! Reklamların oyun deneyiminizi etkilediğini duymak bizi üzdü. Dilerseniz, mağazamızdaki ""Reklamları Kaldır"" paketini satın alarak reklamsız bir deneyim yaşayabilirsiniz. Teşekkürler!",tr,TR,tr,positive,0.8,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.39256273802370206,strong_sentiment
33b3d77f-9974-4fe7-a1c2-cc3abb75e7d9,Damla Gülak,4,0,2024-10-27T04:55:29,Oyun çok güzel ama çok fazla reklam var reklam izliyorum sürekli keyifli olmuyor lütfen düzeltin,Yorumun için teşekkürler! Oyunumuzu beğenmene çok sevindik. Reklam sıklığı konusunda geri bildiriminizi dikkate alacağız. Daha keyifli bir deneyim için ‘Reklamları Kaldır’ paketini düşünebilirsin. İyi oyunlar dileriz!,tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,False,0.25449611616407536,novelty
7e24a801-16a4-42ea-bef0-76ad04a96fa5,Baran Çevik,5,0,2025-08-30T21:33:05,oyun çok güzel ayarlardan kapatın reklamları oynayın daha güzel oluyo 5 yıldız🥳🥳,"Baran Çevik, güzel yorumunuz ve desteğiniz için teşekkür ederiz! Patrol Officer’ı beğenmenize çok sevindik. Ayarlardan reklamları kapatabilmeniz sizi daha iyi bir deneyimle buluşturuyorsa ne mutlu bize. Geri bildiriminiz ekibimiz için çok değerli 🚓",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,False,0.2528494642661503,rare_language
61211ef0-3def-45d9-a439-3677fec9f3ab,Arife Gödel,3,0,2024-11-09T14:17:09,oyun mukemel ama bir reklam 2 bide birşey yapamayınca hemen kademe düsüyo bazende reklamali gorev oluyo bı yerde olunca ya yani izlemek ismeiyorum izlemeyi ve kademe dusuyo ya onun dısında mük,"Merhaba Arife! Polis oyunumuzu beğenmene çok sevindik. 😊 Reklamlarla ilgili geri bildiriminizi not aldık, ve kademe düşme konusunu da ekibimize ileteceğiz. İyi bir deneyim sunmak için buradayız!
",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.3263214367452718,rare_language
e00b81db-debe-4551-b57a-48b4e8a8e5e0,Samet Şahin,1,0,2025-06-23T16:00:39,reklamın arasına oyun girmiş ne güzel izliyorduk allah allah bidahakine komple reklam izlemek için bir uygulama yapın indirelim severek izliyelim,Geri bildiriminiz için teşekkür ederiz. Reklam yoğunluğunu azaltmak ve deneyimi iyileştirmek için çalışmalarımız sürüyor. İsterseniz No Ads paketiyle reklamsız oynayabilirsiniz.,tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.29547512197707504,rare_language
6f576fe0-614e-4268-9733-fabd5c032c3f,Emre Can Karaduman,1,13,2024-05-01T19:40:30,Aslında oyun çok güzel tüm içerikler Türkçe yapılmış bu çok hoşuma gitti zaten bu yüzden bu kadar oynadım. Ancak internet kapalı oynamama izin vermiyor İnternetli oynarken ise sürekli reklam çıkması beni çok sinir ediyor. Zaten oyunu silme için tek ebep bu REKLAM olmasa tam vakit geçirmelik bir oyun aslında ama reklam olduğu için asla oynamam. Teşekkürler.,"Merhaba Emre Can! Türkçe içerikleri beğenmenize çok sevindik! İnternetsiz oynanamaması ve reklamların yoğunluğu konusunda geri bildiriminiz bizim için çok değerli. Bu konular üzerinde iyileştirmeler yapmak için çalışıyoruz. Anlayışınız için teşekkür ederiz!
",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.4969762344029994,"long,community_liked(13),rare_language"
874b7c91-3e55-47de-982d-2087e2ab156a,Berkay Dokumacı,1,1,2024-07-03T14:31:09,Sürekli reklam çıkıyor ve bi okadarda kasıyo indir menizi hiç öner miyorum oyun zevki reklamlar sayesinde alt üst oluyo,"Geri bildiriminiz için teşekkür ederiz Berkay. Reklamların fazlalığı ve kasma sorunları için üzgünüz. Performansı iyileştirmek ve reklam dengesini sağlamak için çalışmalarımız sürüyor. Daha rahat bir deneyim için ""Reklamları Kaldır"" paketini de değerlendirebilirsiniz.",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.29279025230109257,rare_language
47bf44b4-53b1-470d-a6af-5e2503ed8166,Animex,4,8,2024-05-11T23:30:34,Oyun güzel ama dakika başı reklam geliyor ve bişey yapamıyorum reklamları azaltırsanız daha iyi olur,"Merhaba Animex! 😊 Oyunumuzu beğendiğine çok sevindik! Reklam sıklığıyla ilgili geri bildirimin için teşekkür ederiz. Ekibimiz bu konuda iyileştirmeler yapmayı değerlendiriyor. Umarız gelecekteki güncellemelerle deneyimin daha keyifli hale gelir. İyi oyunlar dileriz! 🎮
",tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.3513142132170455,novelty
b7462f26-3717-4a57-bef9-85ffce031be1,Taha Strafe,1,1,2024-08-01T21:34:53,Arkadaşlar güzel güzel reklamımızı izliyoruz çok iyi. Arada bir oyuna benzer birşey çıkıyor ama sıkıntı değil.,"Yorumunuz için teşekkürler! Reklamların fazla olduğunu fark ettik, bu durumu iyileştirmek için çalışıyoruz. Oyundan daha fazla keyif almanız için elimizden geleni yapacağız. Sabırlı olduğunuz için teşekkür ederiz!",tr,TR,tr,positive,0.8,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.3124231968648699,strong_sentiment
ea63dcf8-59f4-4918-9956-12f1f7c504cf,melih haldun SELİMOGULLARI,1,26,2024-07-14T09:58:32,15 saniye oyun 3 dakika reklam. oyun değil reklam ajansı sanki. illa para verdirip reklamsız oynatacaklar. gereksiz bi oyun. hatta oyun değil pardon reklam kuşağı.,Geri bildiriminiz için teşekkür ederiz. Reklamların oyun deneyiminizi olumsuz etkilediğini anlıyoruz ve bu dengeyi sağlamak için çalışmalarımızı sürdürüyoruz. Oyun deneyiminizi iyileştirmek için her zaman geri bildiriminize açığız.,tr,TR,tr,neutral,0.5,False,True,False,False,0,True,dup_near,False,organic_complaint,False,False,2145,True,0.45841712250111477,"community_liked(26),rare_language"
